id,predicted
323,3
324,4
325,0
326,4
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,4
337,4
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,1
347,1
348,4
349,2
350,2
351,2
352,2
353,3
354,3
355,3
356,3
357,3
358,4
359,4
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,1
381,0
382,1
383,2
384,2
385,2
386,2
387,2
388,2
389,2
390,3
391,3
392,0
393,3
394,3
395,3
396,3
397,3
398,3
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,1
413,1
414,0
415,1
416,1
417,1
418,2
419,2
420,2
421,2
422,2
423,2
424,2
425,0
426,2
427,2
428,3
429,3
430,3
431,3
432,3
433,3
434,3
435,3
436,0
437,4
438,4
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,1
455,1
456,1
457,1
458,1
459,4
460,1
461,2
462,2
463,2
464,2
465,2
466,2
467,2
468,2
469,3
470,4
471,3
472,3
473,3
474,3
475,3
476,3
477,4
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,1
487,1
488,1
489,1
490,1
491,1
492,0
493,2
494,2
495,2
496,3
497,3
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,1
508,1
509,1
510,1
511,2
512,3
513,3
514,4
515,3
516,4
517,4
518,4
519,4
520,0
521,0
522,0
523,0
524,0
525,4
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,1
554,1
555,1
556,1
557,1
558,0
559,0
560,2
561,2
562,2
563,2
564,2
565,2
566,3
567,3
568,3
569,3
570,0
571,4
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,1
596,1
597,1
598,1
599,1
600,1
601,1
602,2
603,0
604,2
605,2
606,2
607,3
608,3
609,3
610,3
611,3
612,3
613,3
614,0
615,4
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,4
626,0
627,0
628,1
629,1
630,1
631,1
632,1
633,2
634,2
635,2
636,4
637,2
638,3
639,3
640,3
641,3
642,4
643,4
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,1
657,1
658,0
659,1
660,1
661,1
662,2
663,2
664,2
665,2
666,2
667,2
668,3
669,4
670,0
671,3
672,3
673,3
674,4
675,4
676,4
677,4
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,1
700,1
701,1
702,1
703,4
704,2
705,2
706,2
707,2
708,2
709,2
710,2
711,2
712,2
713,3
714,4
715,3
716,3
717,3
718,3
719,3
720,3
721,3
722,4
723,4
724,0
725,4
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,1
747,0
748,1
749,1
750,1
751,2
752,2
753,2
754,3
755,4
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,1
767,1
768,1
769,0
770,1
771,1
772,1
773,1
774,1
775,1
776,2
777,2
778,2
779,2
780,4
781,0
782,2
783,3
784,3
785,3
786,3
787,3
788,3
789,3
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,4
804,0
805,0
806,0
807,0
808,1
809,1
810,1
811,1
812,2
813,3
814,0
815,3
816,3
817,3
818,3
819,3
820,3
821,3
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,1
842,1
843,1
844,1
845,1
846,1
847,0
848,1
849,2
850,2
851,2
852,2
853,3
854,3
855,3
856,3
857,3
858,0
859,3
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,4
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,1
879,1
880,4
881,1
882,1
883,1
884,2
885,2
886,2
887,2
888,2
889,2
890,2
891,4
892,0
893,3
894,3
895,4
896,4
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,4
915,0
916,0
917,0
918,1
919,1
920,1
921,1
922,1
923,2
924,2
925,4
926,3
927,3
928,3
929,3
930,3
931,0
932,0
933,0
934,0
935,0
936,4
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,4
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,1
958,0
959,1
960,1
961,1
962,1
963,1
964,2
965,2
966,2
967,2
968,3
969,0
970,3
971,3
972,3
973,3
974,3
975,4
976,4
977,4
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,1
986,1
987,1
988,2
989,2
990,2
991,0
992,2
993,3
994,3
995,3
996,3
997,3
998,3
999,3
1000,4
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,4
1015,0
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,2
1023,2
1024,2
1025,0
1026,2
1027,2
1028,2
1029,2
1030,3
1031,3
1032,3
1033,3
1034,3
1035,4
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,1
1049,1
1050,1
1051,1
1052,2
1053,2
1054,2
1055,3
1056,3
1057,3
1058,0
1059,4
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,0
1081,2
1082,2
1083,2
1084,2
1085,2
1086,3
1087,3
1088,3
1089,4
1090,4
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,1
1104,1
1105,1
1106,1
1107,1
1108,2
1109,2
1110,3
1111,3
1112,4
1113,4
1114,0
1115,4
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,4
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,1
1137,4
1138,2
1139,2
1140,2
1141,3
1142,3
1143,3
1144,3
1145,4
1146,4
1147,0
1148,4
1149,0
1150,0
1151,0
1152,0
1153,0
1154,1
1155,1
1156,1
1157,2
1158,2
1159,0
1160,2
1161,2
1162,2
1163,2
1164,2
1165,3
1166,3
1167,3
1168,3
1169,3
1170,0
1171,3
1172,3
1173,3
1174,4
1175,4
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,2
1197,2
1198,2
1199,3
1200,3
1201,3
1202,3
1203,0
1204,4
1205,4
1206,4
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,4
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,1
1225,0
1226,0
1227,1
1228,1
1229,1
1230,2
1231,2
1232,2
1233,2
1234,2
1235,3
1236,3
1237,0
1238,3
1239,3
1240,3
1241,3
1242,3
1243,3
1244,3
1245,4
1246,4
1247,4
1248,0
1249,4
1250,4
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,4
1271,0
1272,0
1273,0
1274,0
1275,1
1276,1
1277,1
1278,1
1279,1
1280,2
1281,0
1282,2
1283,2
1284,2
1285,2
1286,3
1287,3
1288,4
1289,4
1290,4
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,1
1311,1
1312,1
1313,1
1314,4
1315,1
1316,2
1317,2
1318,2
1319,2
1320,2
1321,2
1322,3
1323,3
1324,3
1325,0
1326,3
1327,3
1328,4
1329,4
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,1
1344,1
1345,1
1346,1
1347,1
1348,4
1349,1
1350,1
1351,1
1352,1
1353,2
1354,2
1355,2
1356,3
1357,3
1358,3
1359,0
1360,3
1361,3
1362,3
1363,3
1364,4
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,1
1383,1
1384,1
1385,1
1386,1
1387,1
1388,2
1389,2
1390,2
1391,2
1392,4
1393,3
1394,3
1395,3
1396,4
1397,4
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,1
1411,1
1412,1
1413,1
1414,0
1415,2
1416,2
1417,2
1418,3
1419,3
1420,4
1421,4
1422,4
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,1
1443,1
1444,2
1445,2
1446,2
1447,4
1448,0
1449,2
1450,3
1451,3
1452,3
1453,3
1454,3
1455,3
1456,0
1457,4
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,1
1473,1
1474,1
1475,1
1476,1
1477,2
1478,2
1479,2
1480,2
1481,0
1482,3
1483,3
1484,3
1485,4
1486,4
1487,4
1488,4
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,1
1499,1
1500,1
1501,1
1502,2
1503,0
1504,2
1505,2
1506,3
1507,3
1508,3
1509,3
1510,3
1511,3
1512,3
1513,3
1514,4
1515,3
1516,3
1517,3
1518,3
1519,4
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,4
1548,0
1549,0
1550,1
1551,1
1552,1
1553,2
1554,2
1555,2
1556,2
1557,2
1558,4
1559,4
1560,2
1561,3
1562,3
1563,3
1564,4
1565,4
1566,4
1567,0
1568,0
1569,0
1570,4
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,1
1581,4
1582,1
1583,1
1584,1
1585,1
1586,2
1587,2
1588,2
1589,2
1590,3
1591,3
1592,0
1593,3
1594,3
1595,3
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,1
1614,4
1615,1
1616,1
1617,1
1618,2
1619,2
1620,2
1621,2
1622,3
1623,3
1624,3
1625,4
1626,3
1627,4
1628,4
1629,4
1630,4
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,1
1655,1
1656,1
1657,1
1658,0
1659,2
1660,2
1661,2
1662,2
1663,2
1664,3
1665,3
1666,3
1667,0
1668,0
1669,4
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,4
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,4
1693,0
1694,1
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1701,2
1702,2
1703,0
1704,2
1705,2
1706,2
1707,2
1708,2
1709,2
1710,2
1711,3
1712,3
1713,3
1714,0
1715,3
1716,3
1717,3
1718,3
1719,3
1720,4
1721,4
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,1
1743,1
1744,1
1745,1
1746,1
1747,0
1748,2
1749,2
1750,2
1751,2
1752,2
1753,3
1754,3
1755,3
1756,3
1757,3
1758,0
1759,3
1760,3
1761,3
1762,4
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,4
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,4
1782,0
1783,1
1784,1
1785,1
1786,1
1787,1
1788,1
1789,1
1790,2
1791,3
1792,4
1793,3
1794,3
1795,4
1796,4
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,4
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,1
1816,1
1817,1
1818,1
1819,1
1820,1
1821,1
1822,2
1823,2
1824,2
1825,0
1826,2
1827,2
1828,2
1829,2
1830,2
1831,3
1832,4
1833,4
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,1
1853,1
1854,1
1855,1
1856,1
1857,1
1858,4
1859,2
1860,2
1861,2
1862,2
1863,2
1864,2
1865,3
1866,3
1867,3
1868,3
1869,4
1870,3
1871,3
1872,3
1873,4
1874,4
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,1
1896,1
1897,1
1898,1
1899,1
1900,2
1901,2
1902,2
1903,0
1904,2
1905,2
1906,2
1907,3
1908,3
1909,4
1910,4
1911,4
1912,4
1913,0
1914,4
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,1
1925,0
1926,1
1927,1
1928,1
1929,1
1930,1
1931,1
1932,1
1933,1
1934,2
1935,2
1936,0
1937,2
1938,2
1939,3
1940,3
1941,3
1942,3
1943,4
1944,4
1945,4
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,1
1971,1
1972,2
1973,2
1974,2
1975,2
1976,2
1977,2
1978,3
1979,3
1980,0
1981,3
1982,3
1983,3
1984,3
1985,4
1986,4
1987,0
1988,0
1989,0
1990,0
1991,4
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,4
2003,0
2004,1
2005,1
2006,1
2007,1
2008,1
2009,1
2010,1
2011,2
2012,2
2013,2
2014,0
2015,2
2016,2
2017,2
2018,2
2019,3
2020,3
2021,3
2022,3
2023,4
2024,4
2025,4
2026,4
2027,4
2028,4
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,4
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,1
2045,1
2046,1
2047,4
2048,1
2049,1
2050,1
2051,1
2052,1
2053,1
2054,2
2055,2
2056,2
2057,2
2058,4
2059,3
2060,3
2061,3
2062,3
2063,3
2064,4
2065,4
2066,4
2067,0
2068,0
2069,0
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,0
2082,1
2083,1
2084,1
2085,1
2086,1
2087,1
2088,1
2089,1
2090,1
2091,0
2092,2
2093,2
2094,2
2095,3
2096,3
2097,4
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,4
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2122,0
2123,0
2124,1
2125,0
2126,1
2127,1
2128,1
2129,1
2130,2
2131,2
2132,2
2133,3
2134,3
2135,3
2136,0
2137,3
2138,3
2139,3
2140,3
2141,3
2142,4
2143,0
2144,0
2145,0
2146,0
2147,4
2148,0
2149,0
2150,0
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0
2157,0
2158,4
2159,0
2160,0
2161,0
2162,0
2163,0
2164,1
2165,1
2166,2
2167,2
2168,2
2169,4
2170,2
2171,2
2172,2
2173,3
2174,3
2175,3
2176,3
2177,3
2178,4
2179,4
2180,4
2181,4
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,4
2192,0
2193,0
2194,0
2195,0
2196,0
2197,0
2198,0
2199,0
2200,0
2201,0
2202,4
2203,1
2204,1
2205,1
2206,1
2207,2
2208,2
2209,2
2210,3
2211,3
2212,3
2213,0
2214,3
2215,4
2216,4
2217,4
2218,0
2219,0
2220,0
2221,0
2222,0
2223,0
2224,4
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,1
2240,1
2241,1
2242,1
2243,1
2244,2
2245,4
2246,0
2247,0
2248,0
2249,0
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0
2264,1
2265,1
2266,1
2267,1
2268,1
2269,2
2270,0
2271,2
2272,2
2273,2
2274,2
2275,2
2276,2
2277,3
2278,3
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,0
2300,1
2301,2
2302,2
2303,0
2304,2
2305,3
2306,3
2307,3
2308,3
2309,3
2310,0
2311,0
2312,0
2313,0
2314,4
2315,0
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,1
2323,1
2324,1
2325,0
2326,2
2327,2
2328,2
2329,2
2330,2
2331,3
2332,3
2333,3
2334,3
2335,3
2336,0
2337,0
2338,3
2339,4
2340,4
2341,4
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,1
2355,1
2356,1
2357,2
2358,2
2359,0
2360,2
2361,2
2362,2
2363,2
2364,3
2365,4
2366,0
2367,0
2368,0
2369,0
2370,4
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,4
2382,0
2383,0
2384,1
2385,1
2386,1
2387,1
2388,2
2389,2
2390,2
2391,2
2392,4
2393,3
2394,3
2395,4
2396,4
2397,4
2398,0
2399,0
2400,0
2401,0
2402,0
2403,4
2404,0
2405,0
2406,0
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,1
2419,1
2420,1
2421,1
2422,1
2423,1
2424,1
2425,0
2426,1
2427,2
2428,2
2429,3
2430,3
2431,4
2432,0
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,0
2441,0
2442,0
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,1
2452,1
2453,1
2454,1
2455,2
2456,2
2457,2
2458,2
2459,0
2460,2
2461,2
2462,3
2463,3
2464,3
2465,4
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0
2480,0
2481,0
2482,0
2483,1
2484,2
2485,2
2486,2
2487,3
2488,3
2489,3
2490,3
2491,4
2492,0
2493,4
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0
2503,0
2504,0
2505,0
2506,0
2507,0
2508,0
2509,0
2510,0
2511,1
2512,1
2513,1
2514,0
2515,1
2516,1
2517,1
2518,2
2519,2
2520,2
2521,2
2522,2
2523,3
2524,4
2525,0
2526,4
2527,0
2528,0
2529,0
2530,0
2531,0
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,1
2544,1
2545,1
2546,1
2547,0
2548,1
2549,1
2550,2
2551,2
2552,3
2553,4
2554,4
2555,4
2556,0
2557,0
2558,0
2559,4
2560,0
2561,0
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,4
2571,0
2572,0
2573,0
2574,0
2575,0
2576,0
2577,0
2578,0
2579,1
2580,1
2581,0
2582,1
2583,1
2584,1
2585,2
2586,2
2587,2
2588,2
2589,3
2590,4
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,0
2604,0
2605,0
2606,0
2607,0
2608,0
2609,1
2610,1
2611,2
2612,3
2613,3
2614,0
2615,3
2616,3
2617,0
2618,0
2619,0
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,0
2627,0
2628,0
2629,0
2630,0
2631,0
2632,0
2633,0
2634,0
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,1
2643,1
2644,1
2645,1
2646,1
2647,2
2648,1
2649,1
2650,1
2651,1
2652,2
2653,2
2654,2
2655,2
2656,2
2657,3
2658,4
2659,3
2660,3
2661,3
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,4
2671,0
2672,0
2673,0
2674,1
2675,1
2676,1
2677,1
2678,1
2679,2
2680,2
2681,0
2682,2
2683,2
2684,2
2685,3
2686,4
2687,4
2688,4
2689,4
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,1
2702,1
2703,0
2704,1
2705,1
2706,2
2707,2
2708,3
2709,3
2710,4
2711,4
2712,4
2713,0
2714,0
2715,0
2716,0
2717,0
2718,0
2719,0
2720,0
2721,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,0
2728,0
2729,1
2730,1
2731,1
2732,1
2733,1
2734,2
2735,2
2736,2
2737,3
2738,3
2739,4
2740,4
2741,0
2742,0
2743,0
2744,0
2745,0
2746,0
2747,4
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,4
2759,0
2760,1
2761,1
2762,1
2763,1
2764,1
2765,1
2766,2
2767,2
2768,2
2769,0
2770,3
2771,3
2772,4
2773,4
2774,4
2775,0
2776,0
2777,0
2778,0
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,1
2786,1
2787,1
2788,1
2789,1
2790,1
2791,1
2792,0
2793,1
2794,2
2795,2
2796,2
2797,2
2798,2
2799,2
2800,3
2801,3
2802,4
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,0
2814,0
2815,0
2816,0
2817,0
2818,0
2819,0
2820,1
2821,1
2822,1
2823,1
2824,1
2825,0
2826,1
2827,1
2828,2
2829,2
2830,2
2831,3
2832,3
2833,3
2834,3
2835,4
2836,0
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,1
2854,1
2855,1
2856,2
2857,2
2858,0
2859,2
2860,2
2861,3
2862,3
2863,3
2864,3
2865,3
2866,3
2867,4
2868,4
2869,4
2870,4
2871,0
2872,0
2873,0
2874,0
2875,0
2876,0
2877,0
2878,0
2879,0
2880,4
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,0
2892,4
2893,0
2894,0
2895,1
2896,1
2897,1
2898,1
2899,1
2900,2
2901,2
2902,2
2903,4
2904,2
2905,3
2906,3
2907,3
2908,3
2909,3
2910,4
2911,4
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,1
2930,1
2931,1
2932,1
2933,2
2934,2
2935,2
2936,0
2937,2
2938,3
2939,3
2940,4
2941,0
2942,0
2943,0
2944,0
2945,0
2946,0
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,2
2958,0
2959,2
2960,2
2961,2
2962,2
2963,3
2964,3
2965,3
2966,4
2967,4
2968,4
2969,4
2970,0
2971,0
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,4
2981,0
2982,0
2983,1
2984,1
2985,1
2986,1
2987,1
2988,2
2989,2
2990,2
2991,4
2992,2
2993,2
2994,2
2995,3
2996,3
2997,3
